CUST_INTRL_ID|CUST_TYPE_CD|JRSDCN_CD|TOTAL_TURNOVER|TOTAL_IN|TOTAL_IN_CT|TOTAL_OUT|TOTAL_OUT_CT|TOTAL_SAVING|SAVING_RATIO|STDDEV_MONTHLY|STABLE_INCOME|DORMACY_MONTHS|CASH_IN_RATIO|CASH_OUT_RATIO|WIRE_IN_RATIO|WIRE_OUT_RATIO
B0099I|FIN|FINS|4986086|2291627.42|3.25|2694458.33|4.92|-402830.92|-0.08|0.59|1|0|0.32|0.58|0.64|0.22
B0093H|FIN|FINS|3343657455|2315625462.67|3981.33|1028031992.14|896.33|1287593470.53|0.39|0.22|1|0|0.08|0|0.84|0.3
MAOS6T|FIN|FINS|77674|40568.33|0.92|37105.75|5.08|3462.58|0.04|1.05|1|0|0|0.77|1|0
MAPRBH|FIN|FINS|4812329|2394792.83|4.75|2417536.25|28.25|-22743.420000000002|0|0.9500000000000001|1|0|0|0.13|0.36|0.12
PBDQSW|FIN|FINS|14054735|7342235|16.25|6712500|4.25|629735|0.04|0.55|1|0|0.99|0.1|0.01|0.43
MA8JB8|FIN|FINS|3027494681|1459384335.26|1760|1568110345.53|1594|-108726010.27|-0.04|0.19|1|0|0.13|0.23|0.75|0.08
CBNIHY|FIN|FINS|28540487|618728.58|8.5|27921758.01|257.25|-27303029.42|-0.96|0.54|1|0|0.78|0|0.05|0.01
MBY922|FIN|FINS|28119281|14110110.14|31.92|14009170.89|87.5|100939.25|0|0.58|1|0|0|0|0.1|0.37
CAV9Q1|FIN|FINS|6051970|2783086.25|8.67|3268883.33|4.33|-485797.08|-0.08|0.7000000000000001|0.75|3|0.85|0.26|0.09|0.4
B01AHC|FIN|FINS|6350624|3249667.25|5.92|3100957|72.83|148710.25|0.02|0.67|0.5|0|0.28|0.96|0.71|0
B006G1|FIN|FINS|5442499|2611479.5|6|2831019.92|5.92|-219540.41|-0.04|0.66|1|0|0.14|0.49|0.76|0.23
MAOT2N|FIN|FINS|185037|97642.67|7.5|87394.5|5.83|10248.17|0.06|0.55|1|0|0.3|0.1|0.6900000000000001|0.26
B00735|FIN|FINS|4248314|1954234|4.75|2294079.75|7.67|-339845.75|-0.08|0.46|1|0|0.48|0.81|0.51|0.07
MBZO9E|FIN|FINS|405351886|194008870.67|161|211343015.2|28.830000000000002|-17334144.53|-0.04|0.55|1|0|0.77|0|0.12|0.52
BAA2EZ|FIN|FINS|12891426|6418442.62|14.83|6472983.05|16.75|-54540.44|0|0.9500000000000001|1|0|0.01|0|0.15|0.31
BAA2GH|FIN|FINS|217007534|130970371.18|22|86037163.17|143.92000000000002|44933208.01|0.21|0.6|1|0|0|0|0|0.4
MA8WW0|FIN|FINS|41886476|2284854.75|1.58|39601620.75|154.08|-37316766|-0.89|1.87|1|0|0|0|0.77|0.21
B0098R|FIN|FINS|438933|46008.25|1.83|392924.25|5.08|-346916|-0.79|0.49|1|0|0|0|0.04|0.9
BAA2IV|FIN|FINS|55914351|28251833.22|0.75|27662517.37|6.92|589315.86|0.01|2.2800000000000002|1|0|0|0|0|0.49
MBACYZ|FIN|FINS|53882|16506.08|0.17|37376.33|0.92|-20870.25|-0.39|0.32|0.17|5|0|0.5|1|0.35000000000000003
MALOQF|FIN|FINS|10031250|4968750|8.83|5062500|1.42|-93750|-0.01|0.42|1|0|0.98|0.05|0.02|0.48
CDVDYT|FIN|FINS|22598327|11293497.77|2.25|11304829.44|2.33|-11331.67|0|0.28|1|0|0|0|0.9400000000000001|0
B01ABL|FIN|FINS|37968816|24433110.2|1.83|13535705.33|2.5|10897404.87|0.29|2.08|1|0|0|0|1|0.36
B005TF|FIN|FINS|21274305|9793072.92|13.67|11481231.83|11.5|-1688158.92|-0.08|1.12|1|0|0.5700000000000001|0.36|0.39|0.34
CFTKOU|FIN|FINS|34561|16709.920000000002|0.58|17851.5|1.17|-1141.58|-0.03|0.71|0.5|0|0|0|0.31|0.41000000000000003
CE2V65|FIN|FINS|10503210|5213665.17|40.67|5289545.31|7.08|-75880.15000000001|-0.01|0.71|1|0|0.73|0|0.25|0.5
MAO9LG|FIN|FINS|2694382|910191.42|28.42|1784190.83|74.58|-873999.42|-0.32|0.72|1|0|0.18|0.27|0.74|0.15
B01AD3|FIN|FINS|15437420|7758253.33|2.75|7679166.67|3.25|79086.67|0.01|0.81|0.92|0|0.3|0.89|0.7000000000000001|0.02
BBUOL1|FIN|FINS|43723362|12673.75|0.25|43710688.34|127.33|-43698014.59|-1|1.9100000000000001|1|0|0|0|1|0.93
CG8YEI|FIN|FINS|37709183|18875833.33|0.17|18833350|0.25|42483.33|0|0|0.08|0|0|0|1|0.5
MA8Y65|FIN|FINS|66294780|32878112.83|32.83|33416666.67|2.58|-538553.83|-0.01|0.81|1|0|0|0|0.98|0.42
BA7MBI|FIN|FINS|32689580|405882.27|10.92|32283697.27|2974.83|-31877815|-0.98|0.93|1|0|0|0|0.06|0.52
B0099Z|FIN|FINS|23909808|11994274.12|478|11915534|308.83|78740.12|0|0.17|1|0|0.8|0.99|0.2|0
PASBX6|FIN|FINS|85095502|42607916.93|10.5|42487585.05|1778.83|120331.89|0|0.97|1|0|0|0|0.71|0.24
CAPSRM|FIN|FINS|1465204|104250|0.25|1360954.17|7.33|-1256704.17|-0.86|0.88|1|0|0|0.5|0|0.26
MAOS5V|FIN|FINS|45841|30756.31|37.58|15084.75|1.5|15671.56|0.34|1.17|1|0|0.44|1|0.55|0
B002N4|FIN|FINS|1022842983|503566159|33.5|519276824.38|151.5|-15710665.37|-0.02|0.55|1|0|0|0|0.64|0.14
B01AJF|FIN|FINS|33750833|33750833.33|0.42|0|0|33750833.33|1|0|0.08|0|0|0|1|0
MAOTEU|FIN|FINS|1500|166.67000000000002|0.08|1333.33|0.08|-1166.67|-0.78|1.1|0.17|6|0|1|0|0
BBEU68|FIN|FINS|3757|3757.19|0.17|0|0|3757.19|1|0|0.08|1|0|0|1|0
B009OH|FIN|FINS|12986551|6194830.91|8.42|6791720.42|8.83|-596889.51|-0.05|0.63|1|0|0.53|0.49|0.41000000000000003|0.27
B01AGR|FIN|FINS|565482579|281517363.67|22.75|283965215.12|31.25|-2447851.45|0|2.2800000000000002|0.67|0|0|0|0.73|0.49
CAD1LQ|FIN|FINS|221966653|14735797.92|85.5|207230854.92|101.42|-192495057|-0.87|0.39|1|0|0|0|0.91|0.42
CBM0RM|FIN|FINS|125000150|0|0|125000150|0.42|-125000150|-1|1.73|0.25|0|0|0|0|0
BBOCIK|FIN|FINS|23204306|11303328.22|6.67|11900977.89|909.08|-597649.67|-0.03|0.62|1|0|0|0|0.5|0.32
MAECED|FIN|FINS|2304961|1223004.4|7.83|1081956.67|1.75|141047.74|0.06|0.6|1|0|0.54|0.31|0.08|0.32
B009N5|FIN|FINS|24376610|12058365.03|25.42|12318244.89|11.58|-259879.86000000002|-0.01|0.54|1|0|0.26|0.32|0.6900000000000001|0.34
PBGUYV|FIN|FINS|8288231|3798955.5|6.58|4489275.75|9.33|-690320.25|-0.08|0.6|1|0|0.48|0.6|0.5|0.22
CGZFFJ|FIN|FINS|6027879|274683.45|1.33|5753196.04|72.67|-5478512.59|-0.91|0.49|0.42|0|0|0|0|0.9500000000000001
1713B01ABW001|FIN|FINS|675e4|3375e3|2|3375e3|4.58|0|0|0.8300000000000001|0.92|0|0.11|0.88|0.89|0
B0097L|FIN|FINS|40297|40296.85|2.08|0|0|40296.85|1|0.31|0.8300000000000001|0|0|0|1|0
B0090I|FIN|FINS|848283749|693550748.57|58.75|154733000.41|2420|538817748.16|0.64|0.65|0.92|1|0|0|0.01|0.18
PAHCGV|FIN|FINS|3513351|1835851.42|7.67|1677500|4.42|158351.42|0.05|0.78|1|0|0.6|0.7000000000000001|0.34|0.14
B01AEU|FIN|FINS|14221018|7422098.11|11.92|6798919.58|6.33|623178.53|0.04|0.7000000000000001|1|0|0.97|0.39|0|0.29
B0094D|FIN|FINS|81504756|39669858.42|17.42|41834897.75|23.830000000000002|-2165039.33|-0.03|0.55|1|0|0.13|0.66|0.78|0.16
CB7NHY|FIN|FINS|54060857|26883596.33|28.67|27177260.83|13.92|-293664.5|-0.01|0.66|1|0|0.29|0.19|0.09|0.03
MBACYY|FIN|FINS|91810|47289.42|0.5|44520.25|2.25|2769.17|0.03|1.75|0.67|3|0.13|0.07|0|0.44
B01AGC|FIN|FINS|28621536|17763297.34|1.17|10858238.5|0.5|6905058.84|0.24|0.67|0.33|0|0|0|1|0.38
CGI7I2|FIN|FINS|1722688635|1012707303.81|3.5|709981331|1.92|302725972.81|0.18|0.42|0.75|0|0|0|0.96|0.27
MAOTA5|FIN|FINS|71975|36060.58|3.08|35914|1.17|146.58|0|0.47000000000000003|1|0|0.05|1|0.9500000000000001|0
B01AIX|FIN|FINS|416667|416666.67|0.08|0|0|416666.67|1|0|0.08|0|0|0|1|0
BAZSRZ|FIN|FINS|27038172|13908605.58|33.92|13129566.67|12.42|779038.92|0.03|0.74|1|0|0.9400000000000001|0.24|0.03|0.31
BAA2EV|FIN|FINS|3762889|2922245.56|2.25|840643.42|1.25|2081602.14|0.55|1.73|0.92|0|0|0|0.85|0.02
B01AAQ|FIN|FINS|9709302|4882126.67|12.58|4827175|4.83|54951.67|0.01|1|1|0|0.9400000000000001|0.31|0.06|0.34
CAD1LJ|FIN|FINS|186775518|159078929|30.42|27696588.83|367.08|131382340.17|0.7000000000000001|0.58|1|0|0|0|0.92|0
MBWPXS|FIN|FINS|1766436|715456.33|10.5|1050979.25|0.67|-335522.92|-0.19|1.34|0.8300000000000001|2|0.05|0|0.05|0.59
BAA2ID|FIN|FINS|52878937|40008728.58|6.17|12870208.78|41.58|27138519.8|0.51|0.46|1|0|0|0|0|0.24
B0093E|FIN|FINS|51363028|31216038.83|389.75|20146988.83|127.5|11069050|0.22|0.65|1|0|0.49|0.29|0.51|0.05
B009OD|FIN|FINS|49033300|25031452.73|45.42|24001846.92|15.67|1029605.81|0.02|0.42|1|0|0.02|0.51|0.31|0.08
PAP7HH|FIN|FINS|8815714|4440083.33|10.5|4375630.67|7.42|64452.67|0.01|0.67|1|0|0.78|0.22|0.22|0.1
MAOS4Q|FIN|FINS|1342576|656165.25|2.5|686411|13.92|-30245.75|-0.02|0.61|1|0|0|0.24|1|0.1
PAH8U0|FIN|FINS|101282684|49965630.17|17.5|51317053.83|379.75|-1351423.67|-0.01|0.33|1|0|0|0|1|0.16
CA4NK0|FIN|FINS|8|8.33|0.08|0|0|8.33|1|0|0.08|1|1|0|0|0
BAA2I2|FIN|FINS|2912311|1546586.9|6.92|1365723.62|63.42|180863.28|0.06|0.26|1|0|0|0|0.99|0.09
PAT35W|FIN|FINS|10843632|5067011.17|10|5776621|5.67|-709609.84|-0.07|0.4|0.67|4|0.73|0.22|0.26|0.41000000000000003
CFQQT2|FIN|FINS|23666272|11555437.42|10.58|12110834.58|67.42|-555397.17|-0.02|0.49|1|0|0|0|0.35000000000000003|0.29
BAN7S0|FIN|FINS|13520477|6751457.5|24.67|6769019.67|5.67|-17562.170000000002|0|0.45|1|0|0.01|0|0.31|0.5
BBB69R|FIN|FINS|22895928|10904599.86|6.08|11991328.36|725.67|-1086728.5|-0.05|0.75|1|0|0.01|0|0.32|0.38
B01AE4|FIN|FINS|252141640|183306.24|1|251958333.33|0.58|-251775027.09|-1|2.62|0.58|0|0|0|0|1
CA8XPJ|FIN|FINS|4167|2083.33|0.08|2083.33|0.08|0|0|0|0.08|2|0|1|1|0
BBN2GT|FIN|FINS|856192|407312.45|1.25|448879.75|14.42|-41567.3|-0.05|0.53|1|0|0|0|0.67|0.33
B0097G|FIN|FINS|27194793|13313484.92|9.17|13881308.33|8.92|-567823.42|-0.02|0.44|1|0|0.31|0.81|0.6900000000000001|0.02
MAOTGU|FIN|FINS|30693|24250|0.5|6442.5|7.08|17807.5|0.58|1.83|1|0|0|0.43|1|0.1
B008WB|FIN|FINS|252311|0|0|252311.24000000002|0.17|-252311.24000000002|-1|0|0.08|11|0|0|0|0
B00833|FIN|FINS|3857840|1949878.33|3.25|1907961.7000000002|14.25|41916.64|0.01|0.61|1|0|0.07|0.96|0.92|0.02
CFQQZC|FIN|FINS|16559735|8300583.5|10.67|8259151.25|5.83|41432.25|0|0.74|1|0|0|0|0.67|0.33
CCEINW|FIN|FINS|219666|117610.42|5.58|102055.75|6|15554.67|0.07|0.33|1|0|0|0.71|0.55|0.05
B0097H|FIN|FINS|71922841|37881608.91|404.92|34041231.92|249.92000000000002|3840376.99|0.05|0.41000000000000003|1|0|0.29|0.63|0.63|0.16
B0095V|FIN|FINS|66510973|33926323.34|22.830000000000002|32584650|13.58|1341673.34|0.02|0.78|1|0|0.53|0.5|0.47000000000000003|0.01
PA3P9Q|FIN|FINS|147213|73337.92|5.25|73875|8.17|-537.08|0|1.12|1|0|0.01|0.2|0.99|0.23
B01AHS|FIN|FINS|5988645|3023444.75|4.17|2965200.5|5.5|58244.25|0.01|0.58|0.5|0|0.34|1|0.66|0
PAW6WL|FIN|FINS|140718|113490.92|2.17|27226.670000000002|0.17|86264.25|0.61|0.7000000000000001|0.92|0|0|0|0.22|0
B0099X|FIN|FINS|28676416|19465619.5|12.58|9210796.67|2.92|10254822.83|0.36|0.91|1|0|0.44|0|0.56|0.01
MARIGU|FIN|FINS|132363698|64488365.33|65.42|67875332.48|29.330000000000002|-3386967.16|-0.03|0.43|1|0|0|0.01|0.98|0.49
MAOTAQ|FIN|FINS|1058747|523041.58|3.58|535705.08|8.17|-12663.5|-0.01|0.44|1|0|0.04|0.07|0.96|0.41000000000000003
MBUOJQ|FIN|FINS|12757182|11767287.54|44.33|989894|2.58|10777393.54|0.84|1.24|1|0|0.42|0|0|0
BAA2HM|FIN|FINS|230621029|171406635.07|12.92|59214394.28|165.67000000000002|112192240.79|0.49|0.34|1|0|0|0|0|0.25
CFES2S|FIN|FINS|560727162|281537265.25|24.830000000000002|279189897.07|16.92|2347368.18|0|0.43|1|0|0|0|0.5|0.23
PAH8TZ|FIN|FINS|182074752|88869206.51|280.58|93205545.23|32|-4336338.72|-0.02|0.55|1|0|0.59|0|0.26|0.51
PA8THC|FIN|FINS|3926808|1919827.92|10.42|2006979.75|7.33|-87151.83|-0.02|0.43|1|0|0.29|0.7000000000000001|0.38|0.02
BBOCIL|FIN|FINS|25605463|12436915.33|46.17|13168547.33|4|-731632|-0.03|0.75|1|0|0.9500000000000001|0|0.05|0.32
B004NX|FIN|FINS|4185216703|3024166917.07|71.75|1161049786.29|12079.83|1863117130.78|0.45|0.14|1|0|0|0|0.03|0.28
CA64IN|FIN|FINS|500322|220603.42|0.92|279718.08|10.42|-59114.67|-0.12|0.62|1|0|0|0.14|1|0.4
B01AGI|FIN|FINS|417|416.67|0.08|0|0|416.67|1|0|0.08|9|0|0|0|0
BBURHN|FIN|FINS|72541985|11636479.08|0.33|60905506.33|0.33|-49269027.25|-0.68|1.95|0.5|0|0|0|0.98|0.84
CBA647|FIN|FINS|7634885|3197290.58|1.25|4437594|208.42000000000002|-1240303.42|-0.16|1.07|0.92|1|0|0|0.03|0.21
BAA2GO|FIN|FINS|49201797|41935385.2|7.92|7266411.85|61.17|34668973.36|0.7000000000000001|0.26|1|0|0|0|0|0.15
CGEM4N|FIN|FINS|2290840|739538.72|0.17|1551301.33|0.25|-811762.61|-0.35000000000000003|1.03|0.25|1|0|0|0|0.36
1231MBQLF4001|FIN|FINS|267536251|135186750.14|18.42|132349501.21|1029.58|2837248.93|0.01|0.28|1|0|0|0|0.98|0.23
B01AEX|FIN|FINS|11522066|5965256.25|45.17|5556809.7|25.67|408446.55|0.04|0.98|1|0|0.45|0.65|0.43|0.02
BAA2HY|FIN|FINS|98888909|60349082.86|9.08|38539826.33|187.33|21809256.53|0.22|0.61|1|0|0|0|0|0.38
CC9A2T|FIN|FINS|18784174|14308273|120.92|4475901.5|3.08|9832371.5|0.52|0.97|1|0|0|0|0.24|0.13
PAR07U|FIN|FINS|55771812|28711407.17|46.17|27060405|4|1651002.17|0.03|0.49|1|0|0.9400000000000001|0|0.05|0.34
PBB4MS|FIN|FINS|174408|86230.67|12.25|88177.17|6|-1946.5|-0.01|0.52|1|0|0.93|0|0.07|0.12
B008WC|FIN|FINS|27708324|12031165.5|29.42|15677158.25|7.92|-3645992.75|-0.13|0.93|1|0|0.8200000000000001|0.09|0.15|0.51
MBZAN5|FIN|FINS|888348458|417095920.88|113.42|471252537|16.830000000000002|-54156616.12|-0.06|0.58|1|0|0|0|0.89|0.32
B01AGQ|FIN|FINS|717500|717500|0.42|0|0|717500|1|1.85|0.33|0|0|0|1|0
PASBX9|FIN|FINS|386585229|192066132.71|28.5|194519095.89|1699.17|-2452963.18|-0.01|0.22|1|0|0|0|0.68|0.2
MAOS6X|FIN|FINS|2|1.67|0.08|0|0|1.67|1|0|0.08|2|1|0|0|0
MAZK3D|FIN|FINS|2941667|383333.33|0.25|2558333.33|0.25|-2175e3|-0.74|0.62|0.25|2|0|0|0|0
B01AHA|FIN|FINS|992959417|550734417.34|1.08|442225e3|0.58|108509417.34|0.11|0.98|0.42|0|0|0|1|0.45
MBV37Q|FIN|FINS|21570921|5391666.67|0.67|16179253.83|3.25|-10787587.17|-0.5|1.1300000000000001|1|0|0|0|0.46|0.45
MBUOD0|FIN|FINS|734787|0|0|734787|1.58|-734787|-1|1.12|0.67|0|0|0|0|0.54
MAA03R|FIN|FINS|426366|100990.5|0.42|325375|2.17|-224384.5|-0.53|0.55|1|0|0|1|0|0
CAD1LC|FIN|FINS|297668|137|0.17|297530.58|0.92|-297393.58|-1|2.11|0.75|0|0|0|0|0
B0093L|FIN|FINS|13798601|7011408.33|7.42|6787192.67|14.67|224215.67|0.02|0.61|1|0|0.5|0.63|0.5|0.14
MBSU04|FIN|FINS|59097399|29688099.42|42.75|29409299.5|2.83|278799.92|0|0.87|1|0|0|0|0.32|0.47000000000000003
CAD1LG|FIN|FINS|814122945|795590650.75|17.5|18532294.17|200.5|777058356.58|0.9500000000000001|0.63|1|0|0|0|0.9500000000000001|0
CAD1LD|FIN|FINS|125170815|101170675.35|32.83|24000140.08|93.67|77170535.27|0.62|0.65|1|0|0|0|0.88|0.05
PAUQX3|FIN|FINS|8100093|4064330.67|13.67|4035762.5|6.5|28568.170000000002|0|0.45|1|0|0.81|0.48|0.14|0.26
MBV28G|FIN|FINS|28837371|14372601.08|123.5|14464770.08|4.25|-92169.01|0|0.25|1|0|0|0|0.02|0
CFTU8J|FIN|FINS|3291843|1414259.67|31.75|1877583.33|3.08|-463323.67|-0.14|0.34|1|0|0.34|0.89|0.44|0.06
BAA2HB|FIN|FINS|15606130|9670535.71|3.83|5935594.77|10.5|3734940.95|0.24|1.4000000000000001|1|0|0|0|0|0.37
B009ZU001|FIN|FINS|19702871|11998911.67|12.33|7703959.42|14.17|4294952.25|0.22|0.46|1|0|0.34|0.99|0.65|0
B0041Z|FIN|FINS|40396957|20113233.39|2.33|20283723.5|3.75|-170490.11000000002|0|1.1300000000000001|1|0|0|0|1|0.5
MAOS6D|FIN|FINS|249275|176556.67|20.330000000000002|72718.5|7.75|103838.17|0.42|0.61|1|0|0.46|0.3|0.48|0.18
BBZW9H|FIN|FINS|366395811|183060691.96|29.580000000000002|183335119.44|28.17|-274427.48|0|0.78|0.92|1|0|0|0.98|0.47000000000000003
BAA2IX|FIN|FINS|13365144|8132990.2|3.42|5232154.23|33.58|2900835.9699999997|0.22|0.47000000000000003|1|0|0|0|0|0.39
PBFQU5|FIN|FINS|204230519|101985635.72|31.92|102244882.94|40.33|-259247.22|0|1.28|1|0|0.21|0.66|0.6900000000000001|0.01
CFQMK0|FIN|FINS|290798147|128341582.72|444.17|162456564.49|42.58|-34114981.78|-0.12|0.51|1|0|0.03|0.01|0.18|0.07
CAOE2Y|FIN|FINS|1309973|614156.33|0.92|695816.42|10.33|-81660.08|-0.06|0.6|1|0|0|0.16|1|0.35000000000000003
CA8MZ7|FIN|FINS|230694|37352.81|2.33|193341.65|0.92|-155988.84|-0.68|1.1|0.8300000000000001|0|0.17|0|0.79|0
BBUOLW|FIN|FINS|102435141|80261917.19|54.5|22173224.25|1.58|58088692.94|0.5700000000000001|0.46|1|0|0|0|0.36|0.22
B009NZ|FIN|FINS|84629872|40295083.93|40.42|44334787.58|41.5|-4039703.65|-0.05|0.51|1|0|0.19|0.15|0.29|0.32
B0090C|FIN|FINS|33560|33559.94|0.17|0|0|33559.94|1|0|0.08|11|0|0|1|0
B0097T|FIN|FINS|29940037|15060035.09|564.25|14880002.25|330.58|180032.83000000002|0.01|0.68|1|0|0.67|0.8200000000000001|0.32|0.06
B01AD4|FIN|FINS|26900545|13563440.33|8.33|13337104.33|25.5|226336|0.01|0.29|1|0|0.27|0.46|0.73|0.27
B01AFY|FIN|FINS|11432169|5915255.96|310.83|5516912.71|161.5|398343.25|0.03|0.61|0.92|0|0.56|0.99|0.44|0
PAHZ70|FIN|FINS|2484161|15275.39|1|2468885.64|264.17|-2453610.25|-0.99|0.74|1|0|0|0|0.47000000000000003|0.99
B01ACO|FIN|FINS|294625898|150536546|19.25|144089351.92|4.83|6447194.08|0.02|0.9400000000000001|1|0|0.23|0|0.74|0.28
MBZTQ8|FIN|FINS|2454062511|1141683190.27|126.83|1312379320.49|223.92000000000002|-170696130.22|-0.07|0.65|1|0|0|0|0.64|0.32
MARIB3|FIN|FINS|37599297|19389506.78|98.58|18209790.2|4.92|1179716.58|0.03|0.67|1|0|0.9500000000000001|0|0.05|0.48
PAG3EU|FIN|FINS|1605138|857083.3300000001|3.67|748055|3.25|109028.33|0.07|0.72|1|0|0.55|0.77|0.39|0.11
PAPSK9|FIN|FINS|27388800|14212771.15|31.17|13176028.7|11.5|1036742.44|0.04|0.8300000000000001|1|0|0.86|0.1|0.13|0.21
MBUDN2|FIN|FINS|4033621|2068097.42|49.67|1965524.01|27.830000000000002|102573.42|0.03|0.4|1|0|0.02|0.02|0.06|0.24
CBHC3U|FIN|FINS|1205085|602012.5|29.92|603072.92|2.75|-1060.42|0|1.1300000000000001|1|0|0.9400000000000001|0.01|0.06|0.49
PBHI6T|FIN|FINS|316225|182891.75|19.17|133333.33000000002|0.17|49558.42|0.16|0.99|1|0|1|0|0|0.26
CFK6IX|FIN|FINS|26079714|12208751.22|27.42|13870962.92|22.080000000000002|-1662211.7000000002|-0.06|0.5700000000000001|1|0|0.15|0.36|0.49|0.17
MALFU3|FIN|FINS|8|0|0|8.33|0.08|-8.33|-1|0|0.08|11|0|0|0|0
B01AA6|FIN|FINS|17475767|17475766.67|0.08|0|0|17475766.67|1|0|0.08|8|0|0|1|0
MAOTZE|FIN|FINS|12202|4660.42|11|7541.67|1|-2881.25|-0.24|0.98|0.58|0|0.8200000000000001|0.87|0.18|0.08
PBDGWT|FIN|FINS|5856591|2844219.42|5.25|3012371.92|4.5|-168152.5|-0.03|0.42|1|0|0.71|0.55|0.29|0.23
B01AE6|FIN|FINS|14583767|7494581.97|157.58|7089184.92|172.42000000000002|405397.05|0.03|0.56|1|0|0.42|0.92|0.58|0.04
CGU62Z|FIN|FINS|637920|637920.17|1.25|0|0|637920.17|1|0.54|0.5|0|0|0|0|0
B009R5|FIN|FINS|4750|2333.33|0.08|2416.67|0.08|-83.33|-0.02|0.02|0.17|1|1|0|0|0.51
CB5UKS|FIN|FINS|478862445|218991077.17|48.75|259871367.92|37.25|-40880290.75|-0.09|0.42|1|0|0.76|0|0.2|0.44
MBQLF5|FIN|FINS|2222817|565742.33|0.33|1657075|3.67|-1091332.67|-0.49|0.54|0.92|0|0|0|1|0.31
BA5BVQ|FIN|FINS|38497336|197509.87|1.5|38299826.45|398|-38102316.58|-0.99|1.44|1|0|0|0|0.06|0.84
MAA2E3|FIN|FINS|37543|37501.08|0.25|41.67|0.08|37459.42|1|1.41|0.25|0|0|0|0|0
CFES0F|FIN|FINS|58912853|29537620.08|14.42|29375232.92|7.5|162387.17|0|0.73|1|0|0|0|0.71|0.23
MBCWQE|FIN|FINS|3559997|1360743.34|1.17|2199253.83|20.67|-838510.49|-0.24|0.48|1|0|0|0.01|0.76|0.54
CE2V5Z|FIN|FINS|28828075|13443460.21|147.58|15384614.39|9.17|-1941154.1800000002|-0.07|0.58|1|0|0.74|0|0.25|0.53
B006IJ|FIN|FINS|3889838|1948170.9300000002|4.42|1941666.67|3.17|6504.26|0|0.86|1|0|0.46|0.49|0.54|0.25
CAD1LE|FIN|FINS|10782970757|10428167873.61|176.33|354802883.55|3166.42|10073364990.06|0.93|0.29|1|0|0|0|0.56|0.01
B0099C|FIN|FINS|68533|68533.33|3.25|0|0|68533.33|1|1.32|0.75|3|0|0|0.53|0
0179B01AHM001|FIN|FINS|8380638|4242865.36|356.67|4137772.78|106.75|105092.58|0.01|0.36|0.42|0|0.51|0.98|0.48|0
B01AEJ|FIN|FINS|335968970|201399094.5|0.17|134569875|0.08|66829219.5|0.2|0.85|0.17|6|0|0|1|0.4
MAAA42|FIN|FINS|63544278|28116835.25|4.17|35427442.5|1.58|-7310607.25|-0.12|0.37|1|0|0|0|0|0
B01ADJ|FIN|FINS|18145119|9245119.17|4|89e5|5.75|345119.17|0.02|1.57|1|0|0.04|0.9400000000000001|0.96|0
PAHTQL|FIN|FINS|1675429|2558.5|0.33|1672870.5|172.92000000000002|-1670312|-1|0.66|1|0|0|0|0.68|1
B0097D|FIN|FINS|898792770|713533505.24|370.17|185259264.58|5.33|528274240.66|0.59|0.53|1|0|0|0|1|0.2
B01ACM|FIN|FINS|10301088|5009421.67|4.92|5291666.67|2.67|-282245|-0.03|0.6900000000000001|1|0|0.29|0.9400000000000001|0.71|0.02
BAA2EU|FIN|FINS|5781067|5781066.67|0.08|0|0|5781066.67|1|0|0.08|0|0|0|0|0
CAX4E3|FIN|FINS|3128822|1569260.17|1.92|1559561.92|0.5|9698.25|0|0.91|1|0|0|0|1|0.02
PA3RE4|FIN|FINS|15137122|7506950.17|18.25|7630171.5|8.75|-123221.33|-0.01|0.32|1|0|0.78|0.02|0.22|0.37
MBY6R3|FIN|FINS|1848|0|0|1848.33|0.17|-1848.33|-1|1.32|0.17|4|0|0|0|1
B01AHR|FIN|FINS|22229307|11927964.17|6.25|10301342.75|2.83|1626621.42|0.07|1.31|0.5|0|0.49|0|0.51|0.38
PAYWNW|FIN|FINS|23671983|11989997.25|25.42|11681985.83|7.5|308011.42|0.01|0.71|1|0|0.8200000000000001|0.17|0.07|0.41000000000000003
BBUOLU|FIN|FINS|1461933506|611693847.75|66.92|850239658.67|45.92|-238545810.92|-0.16|0.9400000000000001|1|0|0|0|0.65|0.58
CAQXSP|FIN|FINS|714336|358401.67|1|355934.5|6.17|2467.17|0|1.25|0.67|3|0|0|0.48|0.27
BAA2HO|FIN|FINS|76336563|47370164.65|8.33|28966398.3|150|18403766.35|0.24|0.17|1|0|0|0|0|0.38
PA0X5K|FIN|FINS|4592952|2297262|5.83|2295689.92|5.42|1572.08|0|0.64|1|0|0.38|0.62|0.61|0.19
MAOT2F|FIN|FINS|12938|8420.83|11.08|4517.17|1.25|3903.67|0.3|1.06|1|0|0.72|0.05|0.28|0.33
B008AE|FIN|FINS|33037|15078.33|0.75|17958.75|1.5|-2880.42|-0.09|0.44|0.8300000000000001|0|1|1|0|0
B01AGH|FIN|FINS|280098185|186122339.44|25.830000000000002|93975845.96|10.83|92146493.48|0.33|2.65|0.8300000000000001|0|0|0|0.99|0.33
B009DY|FIN|FINS|11860156|5937083.33|13.42|5923073|6.67|14010.33|0|0.62|1|0|0.9|0.37|0.07|0.31
B006OP|FIN|FINS|1333638|664325|10.42|669312.83|20.67|-4987.83|0|0.36|1|0|0|0.93|0.56|0
